GeoFips,Source,GeoName,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
46000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV61,South Dakota,1413,1055,1233,1426,1255,1376,1408,1298,1369,1625,1669,1503,1803,1774,1993,1916,1922,2198,2394,2472,2633,2838,3126,3441,3940,4928,4861,5411,5246,6011,6880,7561,7516,8792,9201,9679,11042,11285,11822,12364,12899,13848,15114,15639,16666,17105,18315,18401,20270,20449,22009,22780,24167,24934,25237,27819,29673,31002,32046,35074,37495,36885,38533,41187,41368,41106,42543,43898,43858,45204,47529,50204,54793,61374,62963,66607
47000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV62,Tennessee,910,904,977,1053,1101,1190,1205,1249,1329,1384,1427,1504,1512,1584,1633,1730,1853,1996,2164,2302,2523,2692,2920,3190,3518,3946,4299,4671,5123,5586,6248,6843,7422,8205,8730,9316,10354,10970,11697,12394,13453,14293,15130,15753,16924,17682,18418,19389,20024,20825,22532,23131,24299,24727,25747,26828,28182,28889,29997,30900,32022,32241,33456,34933,36224,35962,36891,38278,39076,40605,42723,44981,47905,52422,53070,56938
48000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV63,Texas,1110,1219,1278,1375,1439,1477,1519,1590,1662,1725,1751,1820,1819,1884,1928,1990,2144,2278,2444,2637,2845,3073,3370,3611,3880,4320,4728,5332,5809,6285,7086,7830,8665,9794,10510,11142,12048,12779,12987,13099,13962,14704,15643,16136,17141,17722,18300,19125,20017,21271,22613,23430,24894,26251,26772,27668,28591,30093,31952,33161,35587,34410,35830,38142,39916,40035,42016,41983,41506,43629,46737,48325,50019,54385,55978,60147
49000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV64,Utah,1201,1218,1309,1475,1506,1513,1511,1591,1670,1776,1797,1859,1917,1972,2103,2146,2280,2381,2487,2592,2720,2895,3201,3495,3768,4070,4430,4854,5262,5733,6354,6876,7445,8107,8539,9048,9864,10400,10793,11132,11812,12570,13281,13949,14599,15195,15827,16721,17696,18590,19421,20079,21088,21841,22575,23274,24429,25631,27532,29017,30139,28956,29218,30757,32084,32226,33527,35376,36513,38189,40390,42594,45668,50459,51607,56039
50000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV65,Vermont,1132,1072,1108,1249,1278,1332,1373,1421,1530,1601,1615,1697,1781,1855,1933,1963,2110,2297,2513,2654,2844,3019,3265,3570,3797,4168,4469,4857,5356,5679,6417,7056,7785,8655,9427,10089,11023,11824,12566,13304,14420,15652,16101,16436,17492,18000,18698,19514,20251,21179,22612,23679,25326,27003,27918,29276,30854,31046,32677,34273,36434,37041,38042,39630,40749,40743,42097,43061,43613,44736,46468,48556,52298,53788,55217,59456
51000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV66,Virginia,1114,1104,1238,1389,1461,1492,1529,1598,1652,1686,1718,1813,1837,1911,2010,2097,2312,2453,2608,2815,3057,3361,3633,3975,4286,4752,5150,5688,6147,6675,7427,8204,9193,10098,10891,11715,12916,13710,14553,15227,16532,17560,18256,18894,19772,20428,21160,21948,22646,23749,24829,25999,27760,28945,30199,31960,33753,35100,36802,38329,39567,39467,40560,41937,43457,42195,43523,44893,45808,47379,49075,50771,53828,58215,59165,64506
53000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV67,Washington,1532,1534,1667,1757,1837,1944,1981,2018,2059,2147,2133,2238,2285,2374,2501,2544,2711,2905,3149,3307,3549,3755,3957,4171,4452,4953,5512,6145,6655,7206,8052,8909,9785,10624,11395,12236,13011,13636,14417,14827,15890,16985,18024,18955,19945,20561,21153,21897,22957,24000,25570,26365,28072,28962,29862,31129,33205,33652,35701,37954,39703,38458,38886,40143,42763,42638,45011,46598,48087,50465,53422,56496,60442,64824,64899,71225
54000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV68,West Virginia,1021,952,983,1085,1117,1153,1114,1198,1333,1428,1448,1478,1491,1533,1619,1697,1831,1973,2092,2227,2344,2487,2800,3049,3312,3631,3959,4423,4805,5306,5879,6450,7022,7658,8179,8477,9227,9717,10117,10463,11442,12179,13072,13645,14692,15147,15723,16197,16813,17523,18276,18782,19902,21181,22254,22681,23522,24407,25892,26681,28305,28992,29891,31223,32103,31766,32753,33459,33584,35262,37448,38823,41231,44632,44999,48076
55000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV69,Wisconsin,1312,1280,1394,1571,1607,1638,1610,1691,1787,1846,1866,1991,2003,2061,2146,2174,2336,2477,2654,2759,2991,3218,3469,3748,4019,4478,4870,5358,5828,6452,7117,7931,8716,9419,10026,10675,11723,12331,12987,13509,14298,15446,16159,16649,17729,18398,19309,20064,20884,21914,23210,23981,25421,26711,27822,28660,29863,30420,31848,33106,34281,34485,35286,36714,38163,37806,39199,40512,40985,42755,44955,46369,49618,53762,53940,57829
56000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV70,Wyoming,1497,1585,1671,1836,1784,1804,1761,1825,1902,2017,2049,2123,2138,2223,2319,2327,2445,2574,2692,2871,3030,3285,3600,3954,4408,4987,5554,6118,6466,7254,8254,9054,10111,11076,11468,11488,12194,12873,13064,12949,13579,14933,16281,16963,17641,18332,18856,19565,19889,21223,22463,23898,25465,27252,28577,30592,32744,34859,38507,39925,43653,40914,42254,45973,47751,46955,50073,50083,48094,50609,53616,55690,58210,62202,65704,72699
91000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV71,New England,1375,1357,1502,1636,1696,1764,1784,1891,2007,2100,2084,2168,2219,2311,2414,2476,2646,2794,2982,3192,3382,3656,3961,4237,4491,4904,5303,5791,6227,6776,7451,8238,9264,10225,11175,12146,13548,14438,15397,16388,18140,19282,19836,20240,21300,21909,22698,23713,24584,25642,27076,28398,30601,32334,33511,34462,36201,37168,39574,41234,43482,44449,45805,46707,47823,46522,48062,50016,51549,53430,56092,58393,62360,65897,65849,71982
92000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV72,Mideast,1480,1472,1602,1705,1753,1841,1853,1939,2054,2148,2165,2251,2319,2383,2488,2569,2758,2906,3088,3290,3550,3753,4078,4399,4679,5104,5535,6085,6518,7062,7747,8468,9416,10359,11202,12120,13288,14120,14977,15723,17336,18579,19779,20159,21189,21678,22256,23249,24176,25212,26476,27571,29537,30543,31739,32703,34236,35071,36949,38831,40062,40560,41742,43054,44517,43892,45186,46644,48252,50433,52514,54347,58148,61402,60933,66579
93000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV73,Great Lakes,1449,1391,1536,1675,1720,1834,1801,1904,1990,2040,2023,2128,2173,2220,2323,2401,2578,2763,2943,3056,3272,3495,3688,3992,4279,4794,5177,5658,6149,6760,7432,8131,8860,9632,10263,10883,12043,12739,13431,13927,15001,16010,16864,17215,18333,18911,19855,20711,21563,22503,23698,24527,26037,26900,27692,28576,29676,30272,31559,32703,33900,33536,34435,35872,37245,37298,38702,40161,40907,42436,44577,45933,49576,53285,53273,57344
94000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV74,Plains,1347,1228,1365,1456,1524,1533,1598,1599,1657,1768,1867,1889,1942,1996,2117,2190,2303,2515,2673,2788,3000,3210,3489,3772,4092,4789,4973,5505,5818,6385,7171,7813,8390,9431,10048,10668,11950,12580,13209,13748,14407,15422,16222,16742,17763,18120,19150,19812,21028,21813,23007,23763,25191,26081,26999,28313,29780,30364,31767,33375,35398,35092,36040,38016,39710,39445,40715,41614,41973,43261,45379,46811,50190,54503,56015,59921
95000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV75,Southeast,943,923,1000,1112,1169,1227,1230,1312,1385,1426,1478,1547,1565,1626,1700,1787,1920,2054,2214,2381,2585,2826,3095,3362,3653,4084,4439,4864,5281,5750,6399,7025,7775,8635,9193,9878,10896,11512,12133,12698,13788,14769,15559,16143,17048,17680,18391,19233,19962,20748,21883,22587,23857,24755,25695,26821,28277,29404,30966,32122,33061,32581,33548,34665,35766,35226,36710,37988,38805,40345,42401,44223,47136,51258,51712,55908
96000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV76,Southwest,1106,1194,1234,1348,1419,1464,1494,1561,1634,1696,1748,1813,1826,1883,1928,1985,2134,2264,2420,2600,2817,3052,3356,3615,3884,4325,4712,5276,5723,6199,6960,7725,8566,9635,10294,10911,11815,12524,12829,12963,13791,14522,15337,15831,16722,17290,17892,18679,19494,20590,21800,22490,23914,25163,25821,26814,27967,29485,31396,32510,34644,33434,34593,36563,38190,38399,40264,40343,40067,42050,44815,46531,48775,52968,54518,58579
97000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV77,Rocky Mountain,1348,1319,1430,1610,1657,1625,1618,1703,1775,1886,1923,1980,2021,2072,2201,2241,2364,2518,2637,2762,2921,3177,3530,3834,4174,4630,5079,5551,5957,6429,7217,7859,8724,9642,10206,10906,11716,12247,12682,13004,13801,14787,15572,16216,17017,17814,18450,19420,20273,21094,22474,23341,24944,25983,26645,27475,28649,29815,31626,33004,34304,33125,33621,35482,36985,37542,39561,40663,40837,42982,45776,48265,51448,56252,58272,62821
98000,https://apps.bea.gov/iTable/?reqid=70&step=30&isuri=1&major_area=0&area=xx&year=-1&tableid=21&category=421&area_type=0&year_end=-1&classification=non-industry&state=0&statistic=3&yearbegin=-1&unit_of_measure=levels#eyJhcHBpZCI6NzAsInN0ZXBzIjpbMSwyOSwyNSwzMSwyNiwzMCwzMF0sImRhdGEiOltbIm1ham9yX2FyZWEiLCIwIl0sWyJhcmVhIixbIlhYIl1dLFsieWVhciIsWyItMSJdXSxbInRhYmxlaWQiLCIyMSJdLFsieWVhcl9lbmQiLCItMSJdLFsic3RhdGUiLFsiMCJdXSxbInN0YXRpc3RpYyIsIjMiXSxbInllYXJiZWdpbiIsIi0xIl0sWyJ1bml0X29mX21lYXN1cmUiLCJMZXZlbHMiXV78,Far West *,1602,1615,1743,1893,1988,2048,2047,2154,2251,2316,2336,2456,2513,2574,2683,2768,2962,3109,3315,3493,3744,4006,4327,4596,4905,5377,5906,6529,7050,7607,8410,9275,10270,11263,11923,12685,13722,14418,15114,15625,16793,17562,18459,19064,19946,20333,20856,21654,22517,23275,24700,25620,27243,28385,29448,30709,32329,33325,35424,36715,37400,36915,37863,39335,41218,40801,42840,45029,46651,48717,51074,53795,58467,62763,61554,67723
